point_id,fire_date,image_date,longitude,latitude,NDVI,NDWI,NBR,NDRE,VV,VH
2024325_+72063+17434,2024-11-20T00:00:00,2024-06-11T00:00:00,73.69631284913925,31.22490268475226,,,,,-13.67803496056315,-18.564237114652776
2024325_+72113+17163,2024-11-20T00:00:00,2024-06-11T00:00:00,74.61312134744225,32.13197736223182,,,,,-12.531348210905566,-22.738505799107607
2024325_+72113+17232,2024-11-20T00:00:00,2024-06-11T00:00:00,74.42509479362671,31.89602067672582,,,,,-16.82873356122257,-28.091378467125896
2024325_+72128+17168,2024-11-20T00:00:00,2024-06-11T00:00:00,74.65610670074769,32.10679894053661,,,,,-14.20148259149579,-22.57258725864179
2024325_+72135+17187,2024-11-20T00:00:00,2024-06-11T00:00:00,74.63364149306074,32.04272234833813,,,,,-10.249535461615572,-20.451139380261164
2024325_+72137+17180,2024-11-20T00:00:00,2024-06-11T00:00:00,74.66498929234743,32.0713881922164,,,,,-12.28380804753316,-19.952329556439317
2024325_+72207+17170,2024-11-20T00:00:00,2024-06-11T00:00:00,74.96388483471438,32.10342648831564,,,,,-11.77981070235715,-21.656674034108192
2024325_+72229+17748,2024-11-20T00:00:00,2024-06-11T00:00:00,73.52887753959608,30.15414910459344,,,,,-11.774516014436035,-20.363721772691584
2024325_+72234+17172,2024-11-20T00:00:00,2024-06-11T00:00:00,75.06565851195327,32.09162290554223,,,,,-11.154391216583544,-20.37579128608413
2024325_+72239+17150,2024-11-20T00:00:00,2024-06-11T00:00:00,75.1508204874082,32.17087553273509,,,,,-10.56449452488578,-19.110047250133427
2024325_+72249+17163,2024-11-20T00:00:00,2024-06-11T00:00:00,75.15173318352043,32.123661201641475,,,,,-13.519035747700075,-21.84016799472673
2024325_+72261+17133,2024-11-20T00:00:00,2024-06-11T00:00:00,75.28788945489941,32.228207220491626,,,,,-11.251970086661188,-18.02159908700714
2024325_+72281+17442,2024-11-20T00:00:00,2024-06-11T00:00:00,74.52592812197842,31.18456296780139,,,,,-12.171502930740736,-20.147988417222066
2024326_+71661+17612,2024-11-21T00:00:00,2024-06-11T00:00:00,71.64653617198373,30.60943015442475,,,,,-10.601351189303292,-19.864793216921747
2024326_+71749+17076,2024-11-21T00:00:00,2024-06-11T00:00:00,73.39838138328716,32.420436997087066,,,,,,
2024326_+72029+17427,2024-11-21T00:00:00,2024-06-11T00:00:00,73.56944302088722,31.23670626752566,,,,,,
2024326_+72058+17422,2024-11-21T00:00:00,2024-06-11T00:00:00,73.69303865260113,31.253568528630524,,,,,-13.420007019302941,-21.339223144680858
2024326_+72212+17181,2024-11-21T00:00:00,2024-06-11T00:00:00,74.95262801906134,32.062840770208076,,,,,-12.318559552623787,-20.158000563310097
2024327_+72184+17135,2024-11-22T00:00:00,2024-06-11T00:00:00,74.97535167799136,32.22146231604968,,,,,-13.251801484139536,-24.584161415972424
2024327_+72293+17632,2024-11-22T00:00:00,2024-06-11T00:00:00,74.07046052941621,30.550617877888268,,,,,-16.985344988250823,-27.963330794045866
2024327_+72295+17588,2024-11-22T00:00:00,2024-06-11T00:00:00,74.20724420980433,30.698800138280525,,,,,-11.764712468205865,-22.764390756744035
2024328_+71243+17155,2024-11-23T00:00:00,2024-06-11T00:00:00,71.16941981875935,32.15401327163023,,,,,-12.966012957726925,-22.705710413414103
2024328_+71586+17274,2024-11-23T00:00:00,2024-06-11T00:00:00,72.21948499743498,31.7628088139974,,,,,-11.684238166875067,-19.830549125687554
2024328_+71651+17511,2024-11-23T00:00:00,2024-06-11T00:00:00,71.86932813301675,30.959572727583303,,,,,-8.78082473520168,-18.63676849356098
2024328_+71661+17331,2024-11-23T00:00:00,2024-06-11T00:00:00,72.36843243530836,31.56214790684953,,,,,,
2024328_+71683+17538,2024-11-23T00:00:00,2024-06-11T00:00:00,71.9271742550952,30.862364070997696,,,,,-12.356886665957614,-21.37872814216298
2024328_+71727+17580,2024-11-23T00:00:00,2024-06-11T00:00:00,72.01000529955081,30.72915220826928,,,,,-9.219210971074762,-16.005904360401836
2024328_+71819+17210,2024-11-23T00:00:00,2024-06-11T00:00:00,73.3123679499374,31.965155947255756,,,,,,
2024328_+71843+17597,2024-11-23T00:00:00,2024-06-11T00:00:00,72.4020267766605,30.663389389960308,,,,,,
2024328_+71935+17405,2024-11-23T00:00:00,2024-06-11T00:00:00,73.26078957122614,31.313270047677477,,,,,,
2024328_+72160+17155,2024-11-23T00:00:00,2024-06-11T00:00:00,74.82222335439775,32.15401327163023,,,,,-14.517412840061976,-27.179796685287094
2024328_+72194+17153,2024-11-23T00:00:00,2024-06-11T00:00:00,74.96658692322212,32.162444402182665,,,,,-11.818966444775995,-20.21319427507109
